"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"web-app","admin.blog.editor.field.summaryHint","Shown as the preview snippet on the blog index and in link previews.","","","",""
"web-app","admin.blog.editor.field.category","Category","","","",""
"web-app","admin.blog.editor.field.subcategory","Subcategory (optional)","","","",""
"web-app","admin.blog.editor.field.categoryHint","Free text for now — click a suggestion to fill it in, or type your own if none fit yet.","","","",""
"web-app","admin.blog.editor.field.suggestedLabel","Suggested:","","","",""
"web-app","admin.blog.editor.field.links","Links (optional)","","","",""
"web-app","admin.blog.editor.field.addLink","+ Add link","","","",""
"web-app","admin.blog.editor.field.linkHrefInvalid","Enter a link starting with https:// or mailto:","","","",""
"web-app","admin.blog.editor.field.body","Body","","","",""
"web-app","admin.blog.editor.previewLabel","Preview","","","",""
"web-app","admin.blog.editor.toolbar.bold","Bold","","","",""
"web-app","admin.blog.editor.toolbar.italic","Italic","","","",""
"web-app","admin.blog.editor.toolbar.link","Link","","","",""
"web-app","admin.blog.editor.toolbar.h2","Heading 2","","","",""
"web-app","admin.blog.editor.toolbar.h3","Heading 3","","","",""
"web-app","admin.blog.editor.toolbar.bulletList","Bullet list","","","",""
"web-app","admin.blog.editor.toolbar.numberedList","Numbered list","","","",""
"web-app","admin.blog.editor.toolbar.quote","Quote","","","",""
"web-app","admin.blog.editor.linkUrlLabel","Link URL","","","",""
"web-app","admin.blog.editor.linkUrlPlaceholder","https://…","","","",""
"web-app","admin.blog.editor.lockedBanner","This post is live, so editing is locked here. To change it: archive the post, reopen the archived copy as a draft, edit it, then send it back through review. There's no quick-fix shortcut for small edits yet — every live change goes through the same two-moderator check as a first publish.","","","",""
"web-app","admin.blog.editor.reopenDraftHint","Optional — editing and resubmitting already work without it. This just clears the Rejected status back to Draft.","","","",""
"web-app","admin.blog.editor.conflict.title","This post has changed","","","",""
"web-app","admin.blog.editor.conflict.body","Another moderator saved a change to this draft after you opened it. Reload to see their version, or save anyway to overwrite it with yours.","","","",""
"web-app","admin.blog.editor.conflict.reload","Reload latest","","","",""
"web-app","admin.blog.editor.conflict.saveAnyway","Save anyway","","","",""
"web-app","admin.blog.editor.toolbar.image","Inline image","","","",""
"web-app","admin.blog.editor.image.formTitle","Inline image details","","","",""
"web-app","admin.blog.editor.image.inlineHint","Appears exactly where you insert it in the post — there's no separate cover or featured image.","","","",""
"web-app","admin.blog.editor.image.dropPrompt","Drag a photo here, or click to choose one from your device","","","",""
"web-app","admin.blog.editor.image.dropActive","Drop to upload","","","",""
"web-app","admin.blog.editor.image.hint","JPEG only, up to 4 MB. Uploaded photos are checked and cleaned up automatically.","","","",""
"web-app","admin.blog.editor.image.uploading","Uploading…","","","",""
"web-app","admin.blog.editor.image.uploaded","Photo added — fill in the details below, then insert it.","","","",""
"web-app","admin.blog.editor.image.uploadError","Couldn't upload that photo — try again.","","","",""
"web-app","admin.blog.editor.image.tooLarge","That photo's too big. The editor accepts JPEGs up to 4 MB — try a smaller file.","","","",""
"web-app","admin.blog.editor.image.wrongType","Only JPEG photos are supported here. Save it as a .jpg and try again.","","","",""
"web-app","admin.blog.editor.image.externalUrlNotSupported","Links to photos elsewhere aren't supported — upload the file itself. That's what checks it and strips its location data before it goes live.","","","",""
"web-app","admin.blog.editor.image.altLabel","Alt text","","","",""
"web-app","admin.blog.editor.image.altPlaceholder","Describe what's in the photo, for people using a screen reader","","","",""
"web-app","admin.blog.editor.image.captionLabel","Caption (optional)","","","",""
"web-app","admin.blog.editor.image.captionPlaceholder","A short caption shown under the photo","","","",""
"web-app","admin.blog.editor.image.size.label","Size","","","",""
"web-app","admin.blog.editor.image.size.hint","How large this photo appears in the finished post.","","","",""
"web-app","admin.blog.editor.image.size.option.small","Small","","","",""
"web-app","admin.blog.editor.image.size.option.medium","Medium","","","",""
"web-app","admin.blog.editor.image.size.option.large","Large","","","",""
"web-app","admin.blog.editor.image.size.option.full","Full width","","","",""
"web-app","admin.blog.editor.image.insert","Insert image","","","",""
"web-app","admin.blog.editor.image.cancel","Cancel","","","",""
"web-app","admin.blog.consent.question","Can you recognise a specific person in this photo?","","","",""
"web-app","admin.blog.consent.questionHint","A clear face or close-up counts. A wide venue shot, a scoreboard, hands on a cue, or a crowd with no one person as the focus doesn't. Not sure? Choose Yes.","","","",""
"web-app","admin.blog.consent.yes","Yes","","","",""
"web-app","admin.blog.consent.no","No","","","",""
"web-app","admin.blog.consent.basisLabel","How do you have their permission?","","","",""
"web-app","admin.blog.consent.option.directConsent","They gave their OK for this photo","","","",""
"web-app","admin.blog.consent.option.directConsentHint","The strongest option — use it when the person themself agreed to this specific use.","","","",""
"web-app","admin.blog.consent.option.self","It's a photo of me","","","",""
"web-app","admin.blog.consent.option.selfHint","You're the person in the photo — no extra details needed.","","","",""
"web-app","admin.blog.consent.option.eventPolicy","The event's photo policy covers this","","","",""
"web-app","admin.blog.consent.option.eventPolicyHint","Only choose this if the event has a written policy that specifically allows reuse by outside organisations like 8nOut — not standard ""photography may occur"" signage. This is the weakest option, and reviewers check it closely.","","","",""
"web-app","admin.blog.consent.noteLabel","Details","","","",""
"web-app","admin.blog.consent.notePlaceholder.directConsent","Who gave the OK, how (in person, message, email) and roughly when","","","",""
"web-app","admin.blog.consent.notePlaceholder.eventPolicy","Name the event, and describe or link the actual policy","","","",""
"web-app","admin.blog.rights.label","Where does this photo come from?","","","",""
"web-app","admin.blog.rights.option.ownPhoto","I took this photo myself","","","",""
"web-app","admin.blog.rights.option.licensed","It's licensed for this use","","","",""
"web-app","admin.blog.rights.option.publicDomainCc","It's public domain or Creative Commons","","","",""
"web-app","admin.blog.rights.option.tournamentPermission","Official tournament photography, used with permission","","","",""
"web-app","admin.blog.rights.noteLabel","Details","","","",""
"web-app","admin.blog.rights.notePlaceholder.licensed","Name the licence and where the photo is from","","","",""
"web-app","admin.blog.rights.notePlaceholder.publicDomainCc","Which one, if you know it (e.g. CC BY 4.0, public domain)","","","",""
"web-app","admin.blog.rights.notePlaceholder.tournamentPermission","Who gave permission to use it (name the person or organiser)","","","",""
"web-app","admin.blog.rights.attest.ownPhoto","I confirm I took this photo myself.","","","",""
"web-app","admin.blog.rights.attest.licensed","I confirm this photo is licensed for this use, as described above.","","","",""
"web-app","admin.blog.rights.attest.publicDomainCc","I confirm this photo is public domain or Creative Commons licensed, as described above.","","","",""
"web-app","admin.blog.rights.attest.tournamentPermission","I confirm the organiser named above gave permission for 8nOut to use this photo.","","","",""
"web-app","admin.blog.err.imageIncomplete","Every image needs alt text and a rights source, plus a consent basis if it shows someone recognisable — check the image details before you save.","","","",""
"web-app","admin.blog.err.imageNotUploaded","This image wasn't uploaded through the editor, so it can't be saved. Only photos added with Insert image get checked for size, type and location data — remove it and upload the photo again.","","","",""
"web-app","admin.blog.review.image.sectionTitle","Images","","","",""
"web-app","admin.blog.review.image.personLabel","Identifiable person","","","",""
"web-app","admin.blog.review.image.consentLabel","Consent basis","","","",""
"web-app","admin.blog.review.image.rightsLabel","Rights","","","",""
"web-app","admin.blog.review.image.eventPolicyFlag","Weakest basis — check the details closely","","","",""
"web-app","admin.blog.review.image.checkHint","Check the photo itself, and whether the consent and rights details given actually hold up — not just that they're filled in.","","","",""
"web-app","admin.blog.review.linksLabel","Links","","","",""
"web-app","admin.blog.help.imagesTitle","Photos, consent and rights","","","",""
"web-app","admin.blog.help.imagesBody","Every inset image needs alt text, and is recorded the same way as authorship and review — other moderators can see who added it, when, and what they attested.","","","",""
"web-app","admin.blog.help.imagesPlacementBody","Posts don't have a separate cover or featured image. Every photo you add here is an inline image — it appears exactly where you insert it in the post body.","","","",""
"web-app","admin.blog.help.imagesConsentBody","If a photo shows someone recognisable, the moderator adding it records how they have that person's permission. ""The event's photo policy covers this"" is the weakest basis — it needs the actual policy named, not general photography signage — so reviewers check it hardest.","","","",""
